Subtribe,Species Name,Authority,Synonymous,Chromosome number (2n),Chromosome number (n),Chromosome Number Reference,Genome Size (1C (pg)),Genome Size Reference
Oncidiinae Benth.,Tolumnia guianensis ,(Aubl.) Braem,Oncidium desertorum Nash ex Withne; Oncidium desertorum var. alborubrum (Moir & A.D.Hawkes) Garay; Oncidium desertorum var. album (Moir & A.D.Hawkes) Garay; Oncidium desertorum var. aureorubrum Moir; Oncidium guianense (Aubl.) Garay; Oncidium guianense f. album (Moir & A.D.Hawkes) Withner; Oncidium guianense f. aureorubrum (Moir) Withner; Oncidium guianense subsp. alborubrum (Moir & A.D.Hawkes) Withner; Oncidium guianense var. alborubrum (Moir & A.D.Hawkes) K.S.Wilson; Oncidium guianense var. album (Moir & A.D.Hawkes) K.S.Wilson; Oncidium guianense var. aureorubrum (Moir) K.S.Wilson; Oncidium guianensis (Aubl.) Garay; Oncidium intermedium Bertero ex Spreng.; Oncidium intermedium var. alborubrum Moir & A.D.Hawkes; Oncidium intermedium var. album Moir & A.D.Hawkes; Oncidium lemonianum Lindl.; Ophrys aloidea Poir.; Ophrys guianensis Aubl.; Tolumnia intermedia (Bertero ex Spreng.) H.Dietr.; Tolumnia lemoniana (Lindl.) Braem ,40,NA,Sinotô (1969a),NA,
Oncidiinae Benth.,Tolumnia guianensis ,(Aubl.) Braem,Oncidium desertorum Nash ex Withne; Oncidium desertorum var. alborubrum (Moir & A.D.Hawkes) Garay; Oncidium desertorum var. album (Moir & A.D.Hawkes) Garay; Oncidium desertorum var. aureorubrum Moir; Oncidium guianense (Aubl.) Garay; Oncidium guianense f. album (Moir & A.D.Hawkes) Withner; Oncidium guianense f. aureorubrum (Moir) Withner; Oncidium guianense subsp. alborubrum (Moir & A.D.Hawkes) Withner; Oncidium guianense var. alborubrum (Moir & A.D.Hawkes) K.S.Wilson; Oncidium guianense var. album (Moir & A.D.Hawkes) K.S.Wilson; Oncidium guianense var. aureorubrum (Moir) K.S.Wilson; Oncidium guianensis (Aubl.) Garay; Oncidium intermedium Bertero ex Spreng.; Oncidium intermedium var. alborubrum Moir & A.D.Hawkes; Oncidium intermedium var. album Moir & A.D.Hawkes; Oncidium lemonianum Lindl.; Ophrys aloidea Poir.; Ophrys guianensis Aubl.; Tolumnia intermedia (Bertero ex Spreng.) H.Dietr.; Tolumnia lemoniana (Lindl.) Braem ,40,NA,Charanasri & Kamemoto (1973),NA,
Oncidiinae Benth.,Tolumnia guianensis ,(Aubl.) Braem,Oncidium desertorum Nash ex Withne; Oncidium desertorum var. alborubrum (Moir & A.D.Hawkes) Garay; Oncidium desertorum var. album (Moir & A.D.Hawkes) Garay; Oncidium desertorum var. aureorubrum Moir; Oncidium guianense (Aubl.) Garay; Oncidium guianense f. album (Moir & A.D.Hawkes) Withner; Oncidium guianense f. aureorubrum (Moir) Withner; Oncidium guianense subsp. alborubrum (Moir & A.D.Hawkes) Withner; Oncidium guianense var. alborubrum (Moir & A.D.Hawkes) K.S.Wilson; Oncidium guianense var. album (Moir & A.D.Hawkes) K.S.Wilson; Oncidium guianense var. aureorubrum (Moir) K.S.Wilson; Oncidium guianensis (Aubl.) Garay; Oncidium intermedium Bertero ex Spreng.; Oncidium intermedium var. alborubrum Moir & A.D.Hawkes; Oncidium intermedium var. album Moir & A.D.Hawkes; Oncidium lemonianum Lindl.; Ophrys aloidea Poir.; Ophrys guianensis Aubl.; Tolumnia intermedia (Bertero ex Spreng.) H.Dietr.; Tolumnia lemoniana (Lindl.) Braem ,"40, 42",NA,Charanasri & Kamemoto (1975),NA,
Oncidiinae Benth.,Tolumnia guibertiana,(A. Rich.) Braem,Oncidium guibertianum A.Rich.; Oncidium lyratum Withner; Oncidium moirianum Osment; Tolumnia lemoniana subsp. guibertiana (A.Rich.) Braem; Tolumnia lyrata (Withner) Braem; Tolumnia moiriana (Osment) Braem ,42,NA,Braem (1988),NA,
Oncidiinae Benth.,Tolumnia guttata,(L.) Nir,Cymbidium guttatum (L.) Willd.; Cymbidium tetrapetalum (Jacq.) Sw.; Epidendrum acinaciforme Pav. ex Lindl.; Epidendrum guttatum L.; Epidendrum tetrapetalum Jacq.; Oncidium apiculatum Moir; Oncidium berenyce Rchb.f.; Oncidium boydii Lindl.; Oncidium cuneatum Lindl.; Oncidium cuneilabium Moir; Oncidium guttatum (L.) Rchb.f.; Oncidium guttatum var. auriculatum Cogn.; Oncidium guttatum var. dodgsonii Cogn.; Oncidium guttatum var. intermedium (Lindl.) Rchb.f.; Oncidium intermedium Knowles & Westc.; Oncidium luridum var. guttatum (L.) Lindl.; Oncidium luridum var. intermedium Lindl.; Oncidium pauciflorum Lindl.; Oncidium pulchellum f. apiculatum (Moir) Withner; Oncidium pulchellum f. berenyce (Rchb.f.) Withner; Oncidium pulchellum f. cuneilabium (Moir) Withner; Oncidium quadripetalum Sw.; Oncidium tetrapetalum (Jacq.) Willd.; Oncidium tricolor Hook.; Tolumnia apiculata (Moir) Braem; Tolumnia berenyce (Rchb.f.) Braem; Tolumnia cuneilabia (Moir) Braem; Tolumnia tetrapetala (Jacq.) Braem; Xaritonia elegans Raf.; Xaritonia tetrapetala (Jacq.) Raf. ,28,NA,Dodson (1958),NA,
Oncidiinae Benth.,Tolumnia guttata,(L.) Nir,Cymbidium guttatum (L.) Willd.; Cymbidium tetrapetalum (Jacq.) Sw.; Epidendrum acinaciforme Pav. ex Lindl.; Epidendrum guttatum L.; Epidendrum tetrapetalum Jacq.; Oncidium apiculatum Moir; Oncidium berenyce Rchb.f.; Oncidium boydii Lindl.; Oncidium cuneatum Lindl.; Oncidium cuneilabium Moir; Oncidium guttatum (L.) Rchb.f.; Oncidium guttatum var. auriculatum Cogn.; Oncidium guttatum var. dodgsonii Cogn.; Oncidium guttatum var. intermedium (Lindl.) Rchb.f.; Oncidium intermedium Knowles & Westc.; Oncidium luridum var. guttatum (L.) Lindl.; Oncidium luridum var. intermedium Lindl.; Oncidium pauciflorum Lindl.; Oncidium pulchellum f. apiculatum (Moir) Withner; Oncidium pulchellum f. berenyce (Rchb.f.) Withner; Oncidium pulchellum f. cuneilabium (Moir) Withner; Oncidium quadripetalum Sw.; Oncidium tetrapetalum (Jacq.) Willd.; Oncidium tricolor Hook.; Tolumnia apiculata (Moir) Braem; Tolumnia berenyce (Rchb.f.) Braem; Tolumnia cuneilabia (Moir) Braem; Tolumnia tetrapetala (Jacq.) Braem; Xaritonia elegans Raf.; Xaritonia tetrapetala (Jacq.) Raf. ,42,NA,Braem (1988),NA,
Oncidiinae Benth.,Tolumnia haitiensis ,(Leonard & Ames) Braem,Oncidium caribense Moir; Oncidium haitiense Leonard & Ames; Tolumnia caribensis (Moir) Braem ,40,NA,Braem (1988),NA,
Oncidiinae Benth.,Tolumnia hawkesiana,(Moir) Braem,Oncidium hawkesianum Moir ,126,NA,Braem (1988),NA,
Oncidiinae Benth.,Tolumnia henekenii ,(M.R.Schomb. ex Lindl.) Nir,Hispaniella henekenii (M.R.Schomb. ex Lindl.) Braem; Oncidium henekenii M.R.Schomb. ex Lindl. ,40,NA,Braem (1988),NA,
Oncidiinae Benth.,Tolumnia henekenii ,(M.R.Schomb. ex Lindl.) Nir,Hispaniella henekenii (M.R.Schomb. ex Lindl.) Braem; Oncidium henekenii M.R.Schomb. ex Lindl. ,40,NA,Sinotô (1969a),NA,
Oncidiinae Benth.,Tolumnia henekenii ,(M.R.Schomb. ex Lindl.) Nir,Hispaniella henekenii (M.R.Schomb. ex Lindl.) Braem; Oncidium henekenii M.R.Schomb. ex Lindl. ,40,NA,Charanasri & Kamemoto (1973) ,NA,
Oncidiinae Benth.,Tolumnia jimenezii ,(Moir) Braem,Oncidium jimenezii Moir ,42,NA,Charanasri & Kamemoto (1975),NA,
Oncidiinae Benth.,Tolumnia leiboldii ,(Rchb.f.) Braem,Oncidium caymanense Moir; Oncidium leiboldii Rchb.f.; Oncidium leiboldii var. album Moir & A.D.Hawkes; Oncidium leiboldii var. majus Moir & A.D.Hawkes; Oncidium variegatum f. album (Moir & A.D.Hawkes) Withner; Oncidium variegatum f. majus (Moir & A.D.Hawkes) Withner; Oncidium variegatum subsp. leiboldii (Rchb.f.) Withner; Tolumnia caymanensis (Moir) Braem ,42,NA,Sinotô (1969a),NA,
Oncidiinae Benth.,Tolumnia leiboldii ,(Rchb.f.) Braem,Oncidium caymanense Moir; Oncidium leiboldii Rchb.f.; Oncidium leiboldii var. album Moir & A.D.Hawkes; Oncidium leiboldii var. majus Moir & A.D.Hawkes; Oncidium variegatum f. album (Moir & A.D.Hawkes) Withner; Oncidium variegatum f. majus (Moir & A.D.Hawkes) Withner; Oncidium variegatum subsp. leiboldii (Rchb.f.) Withner; Tolumnia caymanensis (Moir) Braem ,42,NA,Charanasri & Kamemoto (1975),NA,
Oncidiinae Benth.,Tolumnia lucayana ,(Nash) Braem,Oncidium lucayanum Nash; Oncidium lucayanum var. aureum Moir; Oncidium lucayanum var. purpureum Moir; Oncidium lucayanum var. rubiginosum Moir ,40,NA,Braem (1988),NA,
Oncidiinae Benth.,Tolumnia lucayana ,(Nash) Braem,Oncidium lucayanum Nash; Oncidium lucayanum var. aureum Moir; Oncidium lucayanum var. purpureum Moir; Oncidium lucayanum var. rubiginosum Moir ,40,NA,Charanasri & Kamemoto (1973),NA,
Oncidiinae Benth.,Tolumnia prionochila ,(Kraenzl.) Braem,Oncidium prionochilum Kraenzl. ,126,NA,Braem (1988),NA,
Oncidiinae Benth.,Tolumnia pulchella ,(Hook.) Raf.,Oncidium concavum Moir; Oncidium hartii Moir; Oncidium jamaicense Moir & A.D.Hawkes; Oncidium pulchellum Hook.; Oncidium pulchellum f. concavum (Moir) Withner; Oncidium pulchellum f. hartii (Moir) Withner; Oncidium pulchellum f. jamaicense (Moir & A.D.Hawkes) Withner; Oncidium pulchellum f. sanctae-anae (Moir & A.D.Hawkes) Withner; Oncidium pulchellum f. withneranum (Moir) Withner; Oncidium pulchellum subsp. concavum (Moir) Braem; Oncidium sanctae-anae Moir & A.D.Hawkes; Oncidium withneranum Moir; Tolumnia concava (Moir) Braem ,42,NA,Braem (1988),NA,
Oncidiinae Benth.,Tolumnia pulchella ,(Hook.) Raf.,Oncidium concavum Moir; Oncidium hartii Moir; Oncidium jamaicense Moir & A.D.Hawkes; Oncidium pulchellum Hook.; Oncidium pulchellum f. concavum (Moir) Withner; Oncidium pulchellum f. hartii (Moir) Withner; Oncidium pulchellum f. jamaicense (Moir & A.D.Hawkes) Withner; Oncidium pulchellum f. sanctae-anae (Moir & A.D.Hawkes) Withner; Oncidium pulchellum f. withneranum (Moir) Withner; Oncidium pulchellum subsp. concavum (Moir) Braem; Oncidium sanctae-anae Moir & A.D.Hawkes; Oncidium withneranum Moir; Tolumnia concava (Moir) Braem ,42,NA,Sinotô (1969a),NA,
Oncidiinae Benth.,Tolumnia pulchella ,(Hook.) Raf.,Oncidium concavum Moir; Oncidium hartii Moir; Oncidium jamaicense Moir & A.D.Hawkes; Oncidium pulchellum Hook.; Oncidium pulchellum f. concavum (Moir) Withner; Oncidium pulchellum f. hartii (Moir) Withner; Oncidium pulchellum f. jamaicense (Moir & A.D.Hawkes) Withner; Oncidium pulchellum f. sanctae-anae (Moir & A.D.Hawkes) Withner; Oncidium pulchellum f. withneranum (Moir) Withner; Oncidium pulchellum subsp. concavum (Moir) Braem; Oncidium sanctae-anae Moir & A.D.Hawkes; Oncidium withneranum Moir; Tolumnia concava (Moir) Braem ,42,NA,Charanasri & Kamemoto (1973),NA,
Oncidiinae Benth.,Tolumnia quadriloba ,(C.Schweinf.) Braem,Oncidium osmentii Withner; Oncidium quadrilobum C.Schweinf.; Tolumnia osmentii (Withner) Braem ,40,NA,Braem (1988),NA,
Oncidiinae Benth.,Tolumnia scandens ,(Moir) Braem,Oncidium scandens Moir; Oncidium variegatum subsp. scandens (Moir) Withner ,84,NA,Braem (1988),NA,
Oncidiinae Benth.,Tolumnia sylvestris ,(Lindl.) Braem,Oncidium sylvestre Lindl.; Oncidium variegatum subsp. sylvestre (Lindl.) Withner ,84,NA,Braem (1988),NA,
Oncidiinae Benth.,Tolumnia sylvestris ,(Lindl.) Braem,Oncidium sylvestre Lindl.; Oncidium variegatum subsp. sylvestre (Lindl.) Withner ,84,NA,Sinotô (1969a),NA,
Oncidiinae Benth.,Tolumnia triquetra ,(Sw.) Nir,Cymbidium triquetrum (Sw.) Sw.; Epidendrum triquetrum Sw.; Jamaiciella triquetra (Sw.) Braem; Olgasis triquetra (Sw.) Raf.; Oncidium dubium André; Oncidium triquetrum (Sw.) R.Br. ,42,NA,Braem (1988),NA,
Oncidiinae Benth.,Tolumnia triquetra ,(Sw.) Nir,Cymbidium triquetrum (Sw.) Sw.; Epidendrum triquetrum Sw.; Jamaiciella triquetra (Sw.) Braem; Olgasis triquetra (Sw.) Raf.; Oncidium dubium André; Oncidium triquetrum (Sw.) R.Br. ,42,NA,Sinotô (1969a),NA,
Oncidiinae Benth.,Tolumnia triquetra ,(Sw.) Nir,Cymbidium triquetrum (Sw.) Sw.; Epidendrum triquetrum Sw.; Jamaiciella triquetra (Sw.) Braem; Olgasis triquetra (Sw.) Raf.; Oncidium dubium André; Oncidium triquetrum (Sw.) R.Br. ,42,NA,Charanasri & Kamemoto (1973),NA,
Oncidiinae Benth.,Tolumnia tuerckheimii ,(Cogn.) Braem,Gudrunia tuerckheimii (Cogn.) Braem; Oncidium tuerckheimii Cogn.; Tolumnia acunae (M.A.Díaz) Nir; Tolumnia tuerckheimii subsp. acunae M.A.Díaz ,42,NA,Braem (1988),NA,
Oncidiinae Benth.,Tolumnia urophylla ,(Lodd. ex Lindl.) Braem,Oncidium urophyllum Lodd. ex Lindl.; Oncidium urophyllum f. flavum R.J.Midgett ,84,NA,Braem (1988),NA,
Oncidiinae Benth.,Tolumnia urophylla ,(Lodd. ex Lindl.) Braem,Oncidium urophyllum Lodd. ex Lindl.; Oncidium urophyllum f. flavum R.J.Midgett ,84,NA, Sinotô (1969a),NA,
Oncidiinae Benth.,Tolumnia urophylla ,(Lodd. ex Lindl.) Braem,Oncidium urophyllum Lodd. ex Lindl.; Oncidium urophyllum f. flavum R.J.Midgett ,84,NA, Charanasri & Kamemoto (1975),NA,
Oncidiinae Benth.,Tolumnia urophylla ,(Lodd. ex Lindl.) Braem,Oncidium urophyllum Lodd. ex Lindl.; Oncidium urophyllum f. flavum R.J.Midgett ,84,NA,Sinotô (1962),NA,
Oncidiinae Benth.,Tolumnia variegata ,(Sw.) Braem,Cymbidium variegatum (Sw.) Sw.; Epidendrum carinatum Vahl; Epidendrum haseltonianum A.D.Hawkes; Epidendrum variegatum Sw.; Oncidium furcyense Moir; Oncidium variegatum (Sw.) Sw.; Oncidium variegatum f. furcyense (Moir) Withner; Oncidium variegatum f. roseum (Moir & A.D.Hawkes) Withner; Oncidium variegatum f. varvelum (Moir) Withner; Oncidium variegatum var. purpureum Moir & A.D.Hawkes; Oncidium variegatum var. roseum Moir & A.D.Hawkes; Oncidium varvelum Moir; Tolumnia borinquinensis Sauleda & Ragan ,40,NA,Sinotô (1962),NA,
Oncidiinae Benth.,Tolumnia variegata ,(Sw.) Braem,Cymbidium variegatum (Sw.) Sw.; Epidendrum carinatum Vahl; Epidendrum haseltonianum A.D.Hawkes; Epidendrum variegatum Sw.; Oncidium furcyense Moir; Oncidium variegatum (Sw.) Sw.; Oncidium variegatum f. furcyense (Moir) Withner; Oncidium variegatum f. roseum (Moir & A.D.Hawkes) Withner; Oncidium variegatum f. varvelum (Moir) Withner; Oncidium variegatum var. purpureum Moir & A.D.Hawkes; Oncidium variegatum var. roseum Moir & A.D.Hawkes; Oncidium varvelum Moir; Tolumnia borinquinensis Sauleda & Ragan ,42,NA,Phang et al. (1979),NA,
Oncidiinae Benth.,Tolumnia variegata ,(Sw.) Braem,Cymbidium variegatum (Sw.) Sw.; Epidendrum carinatum Vahl; Epidendrum haseltonianum A.D.Hawkes; Epidendrum variegatum Sw.; Oncidium furcyense Moir; Oncidium variegatum (Sw.) Sw.; Oncidium variegatum f. furcyense (Moir) Withner; Oncidium variegatum f. roseum (Moir & A.D.Hawkes) Withner; Oncidium variegatum f. varvelum (Moir) Withner; Oncidium variegatum var. purpureum Moir & A.D.Hawkes; Oncidium variegatum var. roseum Moir & A.D.Hawkes; Oncidium varvelum Moir; Tolumnia borinquinensis Sauleda & Ragan ,42,NA,Braem (1988),NA,
Oncidiinae Benth.,Tolumnia variegata ,(Sw.) Braem,Cymbidium variegatum (Sw.) Sw.; Epidendrum carinatum Vahl; Epidendrum haseltonianum A.D.Hawkes; Epidendrum variegatum Sw.; Oncidium furcyense Moir; Oncidium variegatum (Sw.) Sw.; Oncidium variegatum f. furcyense (Moir) Withner; Oncidium variegatum f. roseum (Moir & A.D.Hawkes) Withner; Oncidium variegatum f. varvelum (Moir) Withner; Oncidium variegatum var. purpureum Moir & A.D.Hawkes; Oncidium variegatum var. roseum Moir & A.D.Hawkes; Oncidium varvelum Moir; Tolumnia borinquinensis Sauleda & Ragan ,42,NA,Sinotô (1969a),NA,
Oncidiinae Benth.,Tolumnia variegata ,(Sw.) Braem,Cymbidium variegatum (Sw.) Sw.; Epidendrum carinatum Vahl; Epidendrum haseltonianum A.D.Hawkes; Epidendrum variegatum Sw.; Oncidium furcyense Moir; Oncidium variegatum (Sw.) Sw.; Oncidium variegatum f. furcyense (Moir) Withner; Oncidium variegatum f. roseum (Moir & A.D.Hawkes) Withner; Oncidium variegatum f. varvelum (Moir) Withner; Oncidium variegatum var. purpureum Moir & A.D.Hawkes; Oncidium variegatum var. roseum Moir & A.D.Hawkes; Oncidium varvelum Moir; Tolumnia borinquinensis Sauleda & Ragan ,42,NA,Charanasri & Kamemoto (1973),NA,
Oncidiinae Benth.,Tolumnia variegata ,(Sw.) Braem,Cymbidium variegatum (Sw.) Sw.; Epidendrum carinatum Vahl; Epidendrum haseltonianum A.D.Hawkes; Epidendrum variegatum Sw.; Oncidium furcyense Moir; Oncidium variegatum (Sw.) Sw.; Oncidium variegatum f. furcyense (Moir) Withner; Oncidium variegatum f. roseum (Moir & A.D.Hawkes) Withner; Oncidium variegatum f. varvelum (Moir) Withner; Oncidium variegatum var. purpureum Moir & A.D.Hawkes; Oncidium variegatum var. roseum Moir & A.D.Hawkes; Oncidium varvelum Moir; Tolumnia borinquinensis Sauleda & Ragan ,"42, 63, 84",NA,Charanasri & Kamemoto (1975),NA,
Oncidiinae Benth.,Tolumnia variegata ,(Sw.) Braem,Cymbidium variegatum (Sw.) Sw.; Epidendrum carinatum Vahl; Epidendrum haseltonianum A.D.Hawkes; Epidendrum variegatum Sw.; Oncidium furcyense Moir; Oncidium variegatum (Sw.) Sw.; Oncidium variegatum f. furcyense (Moir) Withner; Oncidium variegatum f. roseum (Moir & A.D.Hawkes) Withner; Oncidium variegatum f. varvelum (Moir) Withner; Oncidium variegatum var. purpureum Moir & A.D.Hawkes; Oncidium variegatum var. roseum Moir & A.D.Hawkes; Oncidium varvelum Moir; Tolumnia borinquinensis Sauleda & Ragan ,63,NA,Jones et al. (1998),NA,
Oncidiinae Benth.,Tolumnia velutina ,(Lindl. & Paxton) Braem,Oncidium variegatum f. purpureum (Moir) Withner; Oncidium variegatum subsp. velutinum (Lindl. & Paxton) Withner; Oncidium variegatum var. velutinum (Lindl. & Paxton) Griseb.; Oncidium velutinum Lindl. & Paxton; Oncidium velutinum var. purpureum Moir ,84,NA,Braem (1988),NA,
Oncidiinae Benth.,Genus Trichocentrum Poepp. & Endl. (65 species),,,,,,,
Oncidiinae Benth.,Trichocentrum albococcineum ,Linden,Trichocentrum albopurpureum Rchb.f. ex Barb.Rodr.; Trichocentrum albopurpureum var. striatum L.Linden & Rodigas; Trichocentrum amazonicum Barb.Rodr.; Trichocentrum atropurpureum Linden & Rchb.f. ,24,NA,Sinotô (1962),NA,
Oncidiinae Benth.,Trichocentrum bicallosum ,(Lindl.) M.W.Chase & N.H.Williams,Lophiaris bicallosa (Lindl.) Braem; Oncidium bicallosum Lindl. ,28,NA,Charanasri & Kamemoto (1973),NA,
Oncidiinae Benth.,Trichocentrum bicallosum ,(Lindl.) M.W.Chase & N.H.Williams,Lophiaris bicallosa (Lindl.) Braem; Oncidium bicallosum Lindl. ,28,NA,Charanasri & Kamemoto (1975),NA,
Oncidiinae Benth.,Trichocentrum capistratum ,Linden & Rchb.f.,,28,NA,Albert et al. (1992),4.60,Chase et al. (2005)
Oncidiinae Benth.,Trichocentrum capistratum ,Linden & Rchb.f.,,28,NA,Sinotô (1962),4.60,Chase et al. (2005)
Oncidiinae Benth.,Trichocentrum capistratum ,Linden & Rchb.f.,Trichocentrum panamense Rolfe ,NA,NA,,4.30,Chase et al. (2005)
Oncidiinae Benth.,Trichocentrum carthagenense,(Jacq.) M.W.Chase & N.H.Williams,Cymbidium undulatum Sw.; Epidendrum carthagenense Jacq.; Epidendrum crispum Lam.; Lophiaris carthagenensis (Jacq.) Braem; Lophiaris oerstedii (Rchb.f.) R.Jiménez & Carnevali & Dressler; Oncidium carthagenense (Jacq.) Sw.; Oncidium carthagenense var. klotzschii Lindl.; Oncidium carthagenense var. oerstedii (Rchb.f.) Lindl.; Oncidium carthagenense var. sanguineum (Lindl.) Lindl.; Oncidium carthagenense var. swartzii Lindl.; Oncidium guttatum var. roseum Lindl.; Oncidium henchmannii (Knowles & Westc.) Henshall; Oncidium huntianum Hook.; Oncidium huntleyanum Beer ex Lindl.; Oncidium kymatoides Kraenzl.; Oncidium luridum var. henchmannii Knowles & Westc.; Oncidium obsoletum Galeotti ex Lindl.; Oncidium oerstedii Rchb.f.; Oncidium oerstedii var. crispiflorum Schltr.; Oncidium panduriferum Kunth; Oncidium roseum Lodd.; Oncidium salvadorense Schltr.; Oncidium sanguineum Lindl.; Oncidium sanguineum var. auriculatum Regel; Oncidium sanguineum var. roseum Regel; Trichocentrum oerstedii (Rchb.f.) R.Jiménez & Carnevali ,30,NA,Sinotô (1969a),NA,
Oncidiinae Benth.,Trichocentrum carthagenense,(Jacq.) M.W.Chase & N.H.Williams,Cymbidium undulatum Sw.; Epidendrum carthagenense Jacq.; Epidendrum crispum Lam.; Lophiaris carthagenensis (Jacq.) Braem; Lophiaris oerstedii (Rchb.f.) R.Jiménez & Carnevali & Dressler; Oncidium carthagenense (Jacq.) Sw.; Oncidium carthagenense var. klotzschii Lindl.; Oncidium carthagenense var. oerstedii (Rchb.f.) Lindl.; Oncidium carthagenense var. sanguineum (Lindl.) Lindl.; Oncidium carthagenense var. swartzii Lindl.; Oncidium guttatum var. roseum Lindl.; Oncidium henchmannii (Knowles & Westc.) Henshall; Oncidium huntianum Hook.; Oncidium huntleyanum Beer ex Lindl.; Oncidium kymatoides Kraenzl.; Oncidium luridum var. henchmannii Knowles & Westc.; Oncidium obsoletum Galeotti ex Lindl.; Oncidium oerstedii Rchb.f.; Oncidium oerstedii var. crispiflorum Schltr.; Oncidium panduriferum Kunth; Oncidium roseum Lodd.; Oncidium salvadorense Schltr.; Oncidium sanguineum Lindl.; Oncidium sanguineum var. auriculatum Regel; Oncidium sanguineum var. roseum Regel; Trichocentrum oerstedii (Rchb.f.) R.Jiménez & Carnevali ,30,NA,Charanasri & Kamemoto (1975),NA,
Oncidiinae Benth.,Trichocentrum carthagenense,(Jacq.) M.W.Chase & N.H.Williams,Cymbidium undulatum Sw.; Epidendrum carthagenense Jacq.; Epidendrum crispum Lam.; Lophiaris carthagenensis (Jacq.) Braem; Lophiaris oerstedii (Rchb.f.) R.Jiménez & Carnevali & Dressler; Oncidium carthagenense (Jacq.) Sw.; Oncidium carthagenense var. klotzschii Lindl.; Oncidium carthagenense var. oerstedii (Rchb.f.) Lindl.; Oncidium carthagenense var. sanguineum (Lindl.) Lindl.; Oncidium carthagenense var. swartzii Lindl.; Oncidium guttatum var. roseum Lindl.; Oncidium henchmannii (Knowles & Westc.) Henshall; Oncidium huntianum Hook.; Oncidium huntleyanum Beer ex Lindl.; Oncidium kymatoides Kraenzl.; Oncidium luridum var. henchmannii Knowles & Westc.; Oncidium obsoletum Galeotti ex Lindl.; Oncidium oerstedii Rchb.f.; Oncidium oerstedii var. crispiflorum Schltr.; Oncidium panduriferum Kunth; Oncidium roseum Lodd.; Oncidium salvadorense Schltr.; Oncidium sanguineum Lindl.; Oncidium sanguineum var. auriculatum Regel; Oncidium sanguineum var. roseum Regel; Trichocentrum oerstedii (Rchb.f.) R.Jiménez & Carnevali ,30,NA,Charanasri & Kamemoto (1973),NA,
Oncidiinae Benth.,Trichocentrum carthagenense,(Jacq.) M.W.Chase & N.H.Williams,Cymbidium undulatum Sw.; Epidendrum carthagenense Jacq.; Epidendrum crispum Lam.; Lophiaris carthagenensis (Jacq.) Braem; Lophiaris oerstedii (Rchb.f.) R.Jiménez & Carnevali & Dressler; Oncidium carthagenense (Jacq.) Sw.; Oncidium carthagenense var. klotzschii Lindl.; Oncidium carthagenense var. oerstedii (Rchb.f.) Lindl.; Oncidium carthagenense var. sanguineum (Lindl.) Lindl.; Oncidium carthagenense var. swartzii Lindl.; Oncidium guttatum var. roseum Lindl.; Oncidium henchmannii (Knowles & Westc.) Henshall; Oncidium huntianum Hook.; Oncidium huntleyanum Beer ex Lindl.; Oncidium kymatoides Kraenzl.; Oncidium luridum var. henchmannii Knowles & Westc.; Oncidium obsoletum Galeotti ex Lindl.; Oncidium oerstedii Rchb.f.; Oncidium oerstedii var. crispiflorum Schltr.; Oncidium panduriferum Kunth; Oncidium roseum Lodd.; Oncidium salvadorense Schltr.; Oncidium sanguineum Lindl.; Oncidium sanguineum var. auriculatum Regel; Oncidium sanguineum var. roseum Regel; Trichocentrum oerstedii (Rchb.f.) R.Jiménez & Carnevali ,30,NA, Sinotô (1962),NA,
Oncidiinae Benth.,Trichocentrum carthagenense,(Jacq.) M.W.Chase & N.H.Williams,Cymbidium undulatum Sw.; Epidendrum carthagenense Jacq.; Epidendrum crispum Lam.; Lophiaris carthagenensis (Jacq.) Braem; Lophiaris oerstedii (Rchb.f.) R.Jiménez & Carnevali & Dressler; Oncidium carthagenense (Jacq.) Sw.; Oncidium carthagenense var. klotzschii Lindl.; Oncidium carthagenense var. oerstedii (Rchb.f.) Lindl.; Oncidium carthagenense var. sanguineum (Lindl.) Lindl.; Oncidium carthagenense var. swartzii Lindl.; Oncidium guttatum var. roseum Lindl.; Oncidium henchmannii (Knowles & Westc.) Henshall; Oncidium huntianum Hook.; Oncidium huntleyanum Beer ex Lindl.; Oncidium kymatoides Kraenzl.; Oncidium luridum var. henchmannii Knowles & Westc.; Oncidium obsoletum Galeotti ex Lindl.; Oncidium oerstedii Rchb.f.; Oncidium oerstedii var. crispiflorum Schltr.; Oncidium panduriferum Kunth; Oncidium roseum Lodd.; Oncidium salvadorense Schltr.; Oncidium sanguineum Lindl.; Oncidium sanguineum var. auriculatum Regel; Oncidium sanguineum var. roseum Regel; Trichocentrum oerstedii (Rchb.f.) R.Jiménez & Carnevali ,28,NA,Dodson (1958),NA,
Oncidiinae Benth.,Trichocentrum cavendishianum ,(Bateman) M.W.Chase & N.H.Williams,Lophiaris cavendishiana (Bateman) Braem; Lophiaris pachyphylla (Hook.) R.Jiménez & Carnevali; Oncidium cavendishianum Bateman; Oncidium pachyphyllum Hook.; Trichocentrum pachyphyllum (Hook.) R.Jiménez & Carnevali ,28,NA,Dodson (1958),NA,
